SiteId,SiteName,SiteUrl,PageUrl,PageTitle,Depth,InternalLinksDiscovered,EmbedCount,HtmlSnapshot,CrawlStatus
1mgU_62TMyFa0NbrGUp0PJnCNLpUnU7NQ,Portal,https://sites.google.com/d/1mgU_62TMyFa0NbrGUp0PJnCNLpUnU7NQ/edit,https://sites.google.com/d/1mgU_62TMyFa0NbrGUp0PJnCNLpUnU7NQ/edit,Error 403 (Forbidden)!!1,0,0,0,1mgU_62TMyFa0NbrGUp0PJnCNLpUnU7NQ_1.html,Success
1gYoSaEOs_JYhx1rYWJ-3NcqScLVvFt3u,Project,https://sites.google.com/d/1gYoSaEOs_JYhx1rYWJ-3NcqScLVvFt3u/edit,https://sites.google.com/d/1gYoSaEOs_JYhx1rYWJ-3NcqScLVvFt3u/edit,Error 403 (Forbidden)!!1,0,0,0,1gYoSaEOs_JYhx1rYWJ-3NcqScLVvFt3u_1.html,Success
